Title,Total Count,Unique Count
"Ankrum Gallery records, circa 1900-circa 1990s, bulk 1960-1990",5,1
"Ellis Wilson papers, 1922-1959, bulk 1940s",5,1
"Walter and Louise Arensberg papers, 1912-1982, bulk 1917-1982",5,4
"Will Barnet papers, 1897, 1929-2016",5,4
"Winslow Ames papers, 1787-1989, bulk 1960-1979",5,2
"Public Works of Art Project selected administrative and business records, 1933-1936",5,4
"Bruce Conner papers, 1956-1975",4,4
"Morris Louis and Morris Louis Estate papers, circa 1910s-2007, bulk 1965-2000",4,3
"Eyre de Lanux papers, 1865-1995",4,3
"John Jones interviews with artists, 1965 Oct. 5-1965 Nov. 12",4,4
"Municipal Art Society of Baltimore records, 1899-1963",4,4
"Hugo Robus papers, 1898-1967",4,2
"Francis W. Robinson papers, 1934-1971",4,1
"Gene Owens papers, 1960-1980",4,2
"Benjamin Forgey papers, circa 1964-2015",4,4
"Eleanor Munro papers, circa 1880-2011, bulk 1950-2011",4,4
"Martin Johnson Heade papers, 1853-1904",4,4
"Miner Kilbourne Kellogg papers, 1842-1882",4,4
"Georgia O'Keeffe printed material, 1905",4,3
"Robert Gwathmey writings, ca. 1960",4,4
"Lena Gurr papers, 1908-1979",4,2
"Guy Pène Du Bois papers, circa 1900-1963, bulk 1920-1963",4,3
"Jesse L. Nusbaum Public Works of Art records, 1934-1935",4,1
"Elmer Bischoff papers, 1914-1990",4,2
"John Henry Bradley Storrs scrapbook and studio book, 1909-1972, bulk 1909-1938 dates",4,3
"A century of the nude in American art : 1750-1850 : typescript, by Eleanore McSherry Fowble, 1967 June /",4,4
"Hugo Weber papers, 1932-1971",4,3
"San Francisco Museum of Modern Art photographs of Arthur Dove, ca. 1920-1946",4,4
"John Vanderlyn papers, ca. 1796-1890",4,4
"Emerson Crosby Kelly research material relating to J. Francis Murphy, 1761-1973",4,3
"William Sidney Mount, a biography : the story of old-time life in Brookhaven North, told through his pictures / by Edward P. Buffet, undated",4,4
"Norman Bluhm papers, 1956-1969",4,1
"Gordon Hendricks research files on American artists, 1950-1977",4,3
"Parrish family papers, 1915-1953",4,2
"Sargent Johnson photographs of sculpture, circa 1937",4,4
"George Biddle murals graphic, 1936",4,4
"Stanton Macdonald-Wright letters to Morgan Russell, 1913-1938",4,3
"Willard L. Metcalf manuscript, 1882-1883",4,4
"Otto Bacher papers, 1873-1938",4,4
"Vose Galleries of Boston records, circa 1876-1996, bulk 1920-1940",4,4
"William Sidney Mount papers, 1830-1860",4,4
"Alfred Puhn photographs of artists, ca. 1950-1959",4,4
"Lillian and Frederick Kiesler papers, circa 1910s-2003, bulk 1958-2000",4,2
"Cole's notes in Dunlap's History of the rise and progress of the arts of design in the United States, 1834",4,2
"Robert Reid papers, circa 1880-circa 1930",4,4
"Ferargil Galleries records, circa 1900-1963",4,4
"William Gropper papers, 1916-1983",4,4
"Private art collection of Thomas B. Clarke, 1872-1879, undated",4,4
"Photographs of Works of Art by Rudulph Evans, circa 1941-1983",4,1
"Harper's Magazine Autograph Letter collection, 1851-1895",4,2
"John Ferren papers, 1927-1969",4,4
"Saul Baizerman papers, circa 1916-1963",4,3
"Dorothy Edinger scrapbook, circa 1900-1965",4,4
"John Levy Galleries scrapbook, 1920-1938",4,4
"Percy Leason papers, circa 1929-2011",4,4
"Prairie, 1922-1923",4,4
"Miscellaneous collections from the New York Public Library Manuscript Divison, 1800-1950",4,4
"Panel discussion, ""Return to Subject Matter"", 1960 Jan. 28",4,4
"Mabel Alvarez papers, 1898-1987",4,3
"Herbert Waide Hemphill papers, 1776-1998, bulk 1876-1998",4,4
"Washington Society of Landscape Painters records, 1917-2000",4,4
"Alan R. Solomon papers, 1907-1970, bulk 1944-1970",4,3
"Jacob Lawrence and Gwendolyn Knight papers, 1816, 1914-2008, bulk 1973-2001",4,4
"Robert Jay Wolff papers, 1926-1969",4,3
"Midtown Galleries records, 1904-1997",4,4
"Margaret Beard Gilpin scrapbooks on Harington Beard and Beard Art Galleries, ca. 1870-1940",4,4
"Pennsylvania Federal Art Project records, 1940-1942",4,4
"Burgoyne Diller papers, 1924-1987",4,4
"Prentiss Taylor papers, 1885-1991",4,3
"Maynard Dixon papers, 1891-1974",4,1
"James Britton papers, circa 1905-1984, bulk 1905-1935",4,1
"Audrey McMahon papers, 1935-1980",4,4
"Cincinnati Art Museum records, 1882-1929",4,4
"Society of Washington Artists records, 1897-1967",4,4
"Christian Brinton scrapbooks, 1899-1925",4,4
"Los Angeles Institute of Contemporary Art records, 1973-1988",4,3
"Robert K. Fowler papers, ca. 1950-1982",4,1
"Arthur B. Carles papers, 1912-1983",4,3
"Museum of Fine Arts, Boston records, 1870-1973",4,4
"John Frazee papers, 1819-1966, bulk 1819-1893",4,3
"R. Sturgis Ingersoll papers relating to Henry McCarter, 1896-1944, bulk 1930-1943",4,2
"George Washington Stevens papers, 1910-1911",4,4
"Stendahl Art Galleries records, 1907-1971",4,3
"Hermine Benhaim Freed papers relating to Howard Putzel, 1945-1966",4,4
"Theodore Roszak papers, 1928-1981",4,3
"Ivan C. Karp papers and OK Harris Works of Art gallery records, 1960-2014",4,3
"Nelson and Henry C. White research material, circa 1851-1961",4,2
"Arthur Rothstein papers, 1936-1984",4,3
"Henry and Rose Pearlman papers, 1893-1995, bulk 1950-1980",4,2
"Albert Gallatin papers, 1950-1964",4,4
"Howard W. and Jean Lipman papers, 1848, 1916-2000",4,2
"Gertrude Abercrombie papers, circa 1880-1986, bulk 1935-1977",4,4
"Thomas Seir Cummings correspondence and printed material microfilm, 1826-1893",4,4
"Anna Hyatt-Huntington papers, 1902-1965",4,3
"Albert Pinkham Ryder collection, 1869-1927",4,2
"Jacob Kainen papers, 1905-2009, bulk 1940-2001",4,2
"Artists for Victory, Inc. records, 1942-1946",4,3
"Leon Kroll papers, circa 1900-1988",4,4
"Joan Kron papers, 1959-1971",4,2
"Lawrence Calcagno papers, 1934-1980",4,2
"Richard Stankiewicz papers, 1948-1984",4,4
"Donald E. Shaw papers, 1969-1980",4,3
"Sylvia Loomis papers, 1938-1941",4,1
"Ellen Hale and Hale Family papers, circa 1860-1952",4,2
"William Henry Rinehart papers, 1861-1875",4,2
"Charles Grafly photographs, ca. 1890-1950",4,4
"Jean Crotti papers, 1913-1973, bulk 1913-1961",4,3
"Thornton Oakley papers, 1919-1953",4,1
"Edward L. Loper papers, 1965-1988",4,3
"Unser Kent / by W. P. ; with a portrait of the author by Rockwell Kent, 1930",4,4
"Harry Wickey papers, 1918-1973",4,2
"Hale Woodruff papers, 1920-1977, bulk 1960s-1970s",4,4
"Agnes Pelton papers, 1885-1989",4,3
"Charles Roberts autograph collection, 1773-1938",4,4
"Alma de Bretteville Spreckels papers, 1920-1978",4,1
"Ben Shahn interview, 1965 Jan. 17",4,4
"Olive Rush papers, 1879-1967",4,3
"Gorham Manufacturing Company, Bronze Division records, ca. 1905-1978",4,2
"James Edward Davis papers, circa 1917-1970",4,4
"Worthington Whittredge papers, circa 1840s-1965, bulk 1849-1908",4,3
"Louis Comfort Tiffany scrapbook, 1902-1918",4,2
"Photographs of Reuben Kadish, Philip Guston, and others, 1934-1965",4,3
"Don Anderson papers relating to John Steuart Curry, 1942-1973",4,3
"Photographs of women artists, 1931-1940",4,3
"Los Angeles County Museum correspondence with artists, 1917-1938",4,4
"ARCO Center for Visual Art records, 1976-1984",4,1
"The Forum, 1886-1930",4,4
"Laurence M. Porter papers relating to Fairfield Porter, circa 1955-2004",4,4
"Maurice Becker papers, circa 1908-1976",4,2
"Frank Perls papers and Frank Perls Gallery records, circa 1920-1983, bulk 1949-1975",4,3
"Charles W. Dahlgreen papers, 1886-1957",4,1
"Martin Brimmer letters, 1880-1896",3,2
"Ernest Briggs papers, circa 1900-2013, bulk 1940-1984",3,2
"Art and life in Boston, 1837-1850 : a study of the painter and sculptor in American Society / by Frederic Alan Sharf, 1956",3,2
"Marjorie Schick papers, 1963-2017",3,2
"Galka Scheyer papers, 1917-1945",3,3
"John C. Stoller & Co. photographs and printed matter, ca. 1970-1984",3,3
"Sylvia Shaw Judson papers, 1911-1975",3,1
"Benjamin K. Smith papers relating to O'Brien Galleries, 1912-1941",3,3
"Harry M. Callahan papers, 1943-1975",3,2
"Charles H. Woodbury papers, 1866-1939",3,3
"Camera notes, 1897-1903",3,3
"Marion Greenwood papers, 1883, circa 1933-circa 1960",3,3
"Charles E. Feinberg collection of artists letters, 1800-1930",3,3
"Wadsworth Atheneum scrapbooks, 1899-1963",3,3
"Bernard J. Reis papers, circa 1913-1983",3,2
"Peabody Gallery of Art records, 1860-1972 and undated",3,2
"Jessie Willcox Smith papers, 1901-1931",3,3
"Museum of Fine Arts, Houston records, 1924-1981",3,2
"Henry Bacon papers, 1849-1931",3,2
"Vaclav Vytlacil papers, 1885-1990",3,1
"Taos Art Association files, 1945-1979",3,2
"Lilian Bridgman papers, circa 1860-circa 1983, bulk circa 1885-circa 1940s",3,1
"Alice Kellogg Tyler papers, 1875-circa 1990",3,2
"Blanche Lazzell papers, 1893-1986, bulk 1901-1940",3,2
"Wallace Richards papers, 1932-1933",3,2
"Spawn, c1917",3,3
"Managing editor Russell Lynes correspondence with artists, 1946-1965",3,3
"Carl Holty papers, circa 1860s-1972, bulk 1940-1967",3,3
"Burgoyne Diller collection of printed material, 1932-1961",3,3
"Tibor de Nagy Gallery records, 1941-2016",3,1
"The Design Laboratory, 1935?",3,3
"John Davis Hatch papers, 1790-1995",3,3
"Alma Thomas papers, circa 1894-2001",3,2
"Asher Brown Durand papers, 1812-1883",3,3
"Thomas B. Brumbaugh research material on Abbott Handerson Thayer and other artists, 1876-1994, bulk 1960-1994",3,2
"Blanche McVeigh papers, 1920-1970",3,2
"American Society of Contemporary Artists records, 1917-1985",3,3
"Frank Vincent DuMond papers, 1866-1982",3,3
"Charles Scribner's Sons Art Reference Department records, 1839-1962",3,3
"Museum of Contemporary Art interviews, 1979-1986",3,3
"Isabella Stewart Gardner Museum records, 1881-1964",3,3
"Tom Doyle papers, 1956-2014",3,1
"Catlin family papers, ca. 1807-1973, bulk ca. 1807-1900",3,3
"1913 Armory Show, 50th anniversary exhibition records, 1962-1963",3,3
"Martin Johnson Heade collection, undated and 1864",3,3
"Clyde H. Burroughs letters and photographs from artists, 1915-1937",3,3
"Dorothy Gees Seckler Collection of Sound Recordings Relating to Art and Artists, 1962-1976",3,3
"William George Allan papers, 1953-1974",3,1
"Fritz Bultman papers, 1928-2010, bulk 1940s-1990s",3,3
"Richard Artschwager papers, 1959-2013",3,3
"Arts Council of Metropolitan Detroit records, 1958-1966",3,3
"Dox Thrash autobiography, circa 1960",3,1
"Ninfa Valvo papers regarding the M. H. de Young Memorial Museum, 1930-1973",3,3
"Everett Shinn collection, 1877-1958",3,2
"Stuyvesant Van Veen papers, circa 1926-1988",3,2
"Elizabeth S. Navas papers, 1939-1963",3,2
"University of Michigan Museum of Art records, 1855-1972",3,3
"Printed matter, 1940",3,3
"Carl Paul Jennewein papers, 1910-1977",3,3
"Thomas Carr Howe papers, 1932-1984",3,2
"W. T. Smedley papers, 1884-1932",3,1
"Alexander Brook papers, 1900-1982",3,3
"Mel Casas papers, 1963-1998",3,1
"Brooklyn Museum records, 1823-1963",3,3
"Romaine Brooks papers, 1910-2020, bulk 1910-1973",3,2
"Treasury Relief Art Project selected administrative and business records, 1935-1939",3,2
"Papers relating to Anton Refregier mural controversy, 1953",3,2
"Boris Israelevich Anisfeld papers, 1917-1984",3,3
"Material relating to Edward Bruce, 1933-1960",3,3
"Lee Mullican papers, 1947-1991",3,2
"Doll & Richards gallery records, 1863-1978, bulk 1902-1969",3,3
"Skowhegan School of Painting and Sculpture records, 1945-2013",3,2
"Stephen Greene papers, 1945-1969",3,3
"Irving Blum Gallery and Ferus Gallery announcements, 1961-1972",3,3
"Terry Dintenfass, Inc. records, 1947-1987, bulk 1961-1983",3,3
"Henry Kirke Brown papers, 1836-1893",3,3
"Caroline Durieux papers, ca.1900-1979",3,1
"Thomas Hovenden scrapbook, 1866-1895",3,1
"Dale Chihuly Christmas card to the Archives of American Art, 1986",3,3
"University of Delaware photographs of artists, 1975",3,3
"Florence Koehler papers, 1890-1978",3,3
"Joseph J. Greenberg papers, 1939-1989",3,2
"David Park papers, 1917-1973",3,1
"Charles H. Gifford papers, 1870-1935",3,2
"James Carroll Beckwith papers, 1871-circa 1991, bulk 1875-1917",3,3
"C. Howard Walker papers, 1877-1936",3,3
"Inventory to the Samuel Murray and Thomas Eakins papers at the Hirshhorn Museum and Sculpture Garden, undated",3,3
"Charles Biederman papers, 1930-1977",3,2
"Checklists of Yasuo Kuniyoshi prints, ca. 1960-1963",3,3
"Dodie Kazanjian papers, 1949-2017, bulk 1980-2017",3,1
"Rufus Stillman papers relating to Alexander Calder, 1959-1973",3,3
"Eldzier Cortor Papers, circa 1930s-2015, bulk 1972-2015",3,2
"Ala Story papers, 1941-1970",3,1
"Fred Martin papers, circa 1949-2022",3,3
"Harriet Blackstone papers, 1870-1984",3,3
"Arthur Monroe papers, circa 1940-2019",3,3
"Elaine de Kooning papers, circa 1959-2013",3,3
"T. W. Wood Art Gallery records, 1937",3,3
"Copley Gallery artists' files, 1927-1932",3,2
"Cooper Union Museum for the Arts of Decoration drawings, ca. 1820-1943",3,3
"John Lowell Jones papers on B. J. O. Nordfeldt, 1945-1977",3,3
"Photographs of Walker Evans / graphic Edward A. Forman, 1975",3,2
"The gallery of illustrious Americans: containing the portraits and biographical sketches of twenty-four of the most eminent citizens of the American republic, since the death of Washington / From daguerrotypes by Brady - engraved by D'Avignon. C. Edwards Lester, editor, 1850",3,3
"John Outterbridge papers, 1953-1997",3,3
"Videorecordings relating to New Deal art in California, 1975-1976",3,2
"Coulton Waugh and Waugh Family papers, 1751-1974, bulk 1838-1974",3,2
"Julius Bloch papers, 1918-1966",3,2
"Interview with Rockwell Kent, 1957 Sept. 12",3,3
"Ulfert Wilke papers, 1934-1977",3,3
"Robert Blum illustrated letters, between 1875 and 1900?",3,1
"Aaron Goodelman papers, 1909-1980",3,1
"George Grey Barnard papers, circa 1860-1969, bulk 1880-1938",3,3
"Walter Gay papers, 1870-1937, 1980",3,2
"Ernest Blumenschein papers, 1873-1964",3,3
"Charles Rosen papers, 1896-1971",3,3
"Henry-Russell Hitchcock papers, 1919-1987",3,1
"Milch Gallery records, 1911-1995",3,3
"Kenyon and Louise Cox papers, 1876-1977",3,2
"Mary Fuller McChesney papers, 1949-2011, 1949-2011",3,3
"Konrad and Florence Ballin Cramer papers, 1897-1968",3,3
"Selected art related letters from the Benjamin Franklin papers, 1766-1789",3,3
"Selected papers from the Pennell-Whistler collection in the Library of Congress, 1830-1903",3,3
"Hayden Herrera papers, 1926-2006, bulk 1984-1997",3,3
"Nathan Oliveira interview, 1979-2000",3,3
"Leon Dabo papers, circa 1888-1969",3,2
"Poindexter Gallery records, 1931-1985, bulk 1955-1978",3,1
"Edward Steichen interview, 1954",3,3
"Helen Stein papers relating to Marsden Hartley, undated and 1934-1949",3,3
"H.C.(Horace Clifford) Westermann papers, ca. 1925-1982",3,1
"Joseph White papers, circa 1870-2010, bulk 1971-2008",3,3
"Frederick Carl Frieseke papers, 1982, 1996, circa 1870s-1943",3,1
"Benjamin West collection, 1771-circa 1879",3,3
"Cecilia Beaux photographs and newsclippings, circa 1890-1912",3,1
"Research material on Martha Jackson, 1953-1984",3,2
"James Johnson Sweeney and the Museum of Fine Arts, Houston : 1961-1967 / by Toni Ramona Beauchamp, undated",3,1
"Frank Stella papers, 1941-1993, bulk 1978-1989",3,3
"John Mix Stanley papers, 1830-1973",3,1
"Alice Barber Stephens papers, 1884-1986",3,2
"Jasper Francis Cropsey papers, 1845-1868",3,3
"Erle Loran papers, 1912-1999",3,3
"Frederic Allen Whiting papers, 1916-1965",3,2
"Cady Wells papers, 1913-1968",3,3
"The Dial, 1880-1929",3,3
"Saint Botolph Club records, 1879-1974",3,3
"Karl R. Free sketchbooks, ca. 1920-1940",3,3
"Suzanne Linda Miller papers, circa 1939",3,3
"Berryman family papers, 1829-1984, bulk 1882-1961",3,3
"Oral history interview with Judy Chicago, 1995-1997",3,2
"Harry Bertoia papers, 1917-1979",3,3
"Abraham Rattner and Esther Gentle papers, 1891-1986",3,3
"Esther Baldwin Williams and Esther Williams papers, 1887-1984",3,3
"William Page and Page Family papers, 1815-1947, bulk 1843-1892",3,3
"Louise Bourgeois papers, circa 1937-1994",3,3
"Concetta Maria Scaravaglione papers, 1916-1976",3,1
"William Schack papers, 1891-1963",3,3
"Chaim Gross papers, 1920-2004",3,2
"Edward Wales Root papers, 1896-1968",3,1
"Photographs of artists in their Paris studios, 1880-1890",3,3
"Charles FitzGerald scrapbooks, circa 1901-1918",3,2
"Timothy Cole papers, 1883-1936",3,3
"Helen Gerardia papers, circa 1945-1988",3,3
"Gropper Art Gallery records, 1951-1975",3,2
"Alexandre Hogue papers, 1929-1992",3,1
"Detroit Artists' Association records, 1886-1899",3,2
"Robert Smithson letters to George B. Lester microfilm, 1960-1963",3,3
"Sartain family papers, 1795-1944",3,2
"James Henry Moser papers, 1868-1968",3,2
"Buffie Johnson papers, circa 1920-2010",3,3
"John Gellatly letters received from artists, 1887-1931",3,2
"Michigan Art and Craft Project records, circa 1940-1942",3,3
"Thomas Waterman Wood papers and art gallery records, 1845-1979",3,3
"Ellen Hulda Johnson papers, 1872-2018, bulk 1921-1992",3,2
"George G. Booth papers, 1900-1955",3,1
"Ruth Reeves Papers, circa 1880-1967",3,3
"Society of Painters in Water Colors records, 1850-1855",3,3
"Maud Cabot Morgan papers, 1938-circa 1994",3,2
"Pewabic Pottery records, 1891-1973",3,3
"Eleanor Arnold Clark papers, 1937-1978",2,2
"Stable Gallery records, 1916-1999, bulk 1953-1970",2,1
"Printed material on the World's Columbian Exposition of 1893, 1890-1893",2,2
"Katharine Rhoades photographs and letter, 1940-circa 1950",2,2
"Albert Kresch papers, circa 1940- circa 2000",2,2
"M. E. Diemer photographs of John Steuart Curry, ca. 1930s",2,2
"Violet Oakley autograph and photograph, 1902",2,2
